date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,KOTAKBANK,RELIANCE,ONGC,BPCL,HINDUNILVR,NESTLEIND,BRITANNIA,SUNPHARMA,DRREDDY,CIPLA
2019-09-12,2388.98,1044.98,378.67,1923.93,805.98,2604.36,1974.92,157.13,577.45,2395.67,14136.26,3905.45,932.74,4545.36,995.74
2019-09-13,2374.7,1055.95,376.54,1938.1,811.41,2567.99,1986.56,158.31,586.38,2497.06,14235.93,3993.2,936.28,4621.28,1015.26
2019-09-16,2363.54,1046.36,375.54,1892.16,803.62,2525.47,1950.63,154.57,581.14,2461.89,14078.19,3931.8,937.83,4571.18,1027.88
2019-09-17,2359.81,1052.77,375.97,1930.01,808.31,2565.13,1957.72,155.49,581.2,2477.44,14094.89,3971.27,959.77,4672.91,1053.84
2019-09-18,2347.8,1039.43,376.78,1946.14,825.73,2575.14,1964.1,152.88,577.22,2491.07,14101.93,3996.57,962.29,4693.08,1049.32
2019-09-19,2351.81,1008.88,373.77,1884.72,818.37,2558.13,1958.77,154.2,574.38,2508.87,14311.37,4018.46,970.61,4684.87,1032.08
2019-09-20,2335.33,998.48,367.12,1905.09,822.49,2584.07,1938.9,149.65,566.57,2463.03,14124.35,3933.83,988.1,4737.62,1035.28
2019-09-23,2374.32,1001.8,373.76,1919.72,830.98,2633.12,1974.9,152.64,568.87,2452.45,14212.4,3946.4,980.64,4849.11,1055.83
2019-09-24,2393.92,1008.76,375.82,1901.77,827.28,2628.3,1946.75,151.46,562.29,2404.47,14000.29,3866.03,995.99,4909.61,1052.81
2019-09-25,2410.15,997.65,380.52,1887.93,821.8,2645.69,1927.16,147.52,549.44,2407.18,13854.23,3808.47,989.42,4867.7,1050.07
2019-09-26,2397.65,989.88,382.5,1837.05,800.58,2594.85,1928.68,145.98,545.8,2331.71,13555.07,3725.32,964.12,4779.51,1034.85
2019-09-27,2388.84,989.26,377.86,1828.2,803.94,2599.32,1908.69,145.17,544.38,2286.13,13485.42,3674.97,964.52,4779.1,1023.01
2019-09-30,2369.09,980.62,371.91,1862.23,806.53,2610.01,1905.73,142.86,540.52,2298.31,13493.95,3676.0,956.53,4737.58,1015.13
2019-10-01,2423.59,997.27,380.45,1898.99,808.48,2676.56,1932.6,147.95,547.52,2362.32,13830.62,3806.57,972.81,4833.26,1038.65
2019-10-02,2429.42,978.88,375.28,1880.61,806.9,2671.28,1943.28,144.38,549.79,2323.09,13796.31,3757.77,973.1,4812.5,1033.88
2019-10-03,2463.08,994.94,380.05,1910.49,811.24,2716.02,1995.25,149.83,562.37,2358.77,13886.43,3803.93,986.91,4877.59,1030.76
2019-10-04,2455.87,989.95,374.34,1913.61,815.36,2722.08,1967.99,150.01,566.66,2353.54,13761.11,3783.42,975.21,4837.6,1034.61
2019-10-07,2399.02,987.13,367.96,1893.87,805.92,2691.57,1918.09,149.68,551.86,2337.65,13715.8,3752.75,972.06,4742.97,1036.54
2019-10-08,2337.06,967.9,357.15,1882.79,804.58,2663.41,1883.13,146.96,536.33,2331.17,13639.42,3658.59,958.89,4619.46,1002.62
2019-10-09,2302.37,958.85,356.93,1883.84,796.57,2657.33,1876.61,145.3,523.21,2273.82,13430.22,3609.22,948.16,4569.11,984.61
2019-10-10,2321.56,951.63,361.05,1858.49,782.2,2596.19,1857.36,144.96,525.52,2290.02,13535.24,3604.63,941.03,4494.76,990.05
2019-10-11,2288.27,950.84,360.22,1902.97,789.72,2637.04,1921.23,148.37,528.88,2260.06,13578.66,3567.76,942.87,4503.15,989.23
2019-10-14,2302.03,957.42,366.82,1888.31,778.82,2596.71,1943.34,151.04,538.32,2289.43,13581.9,3617.52,961.17,4609.78,1027.4
2019-10-15,2255.91,938.61,357.12,1886.19,767.33,2598.54,1955.05,152.62,540.12,2265.32,13414.34,3600.3,955.87,4630.83,1018.43
2019-10-16,2200.46,911.85,354.61,1832.84,749.11,2560.56,1919.23,150.02,527.27,2221.06,13394.86,3579.7,958.41,4478.96,1007.75
2019-10-17,2214.13,909.15,356.68,1787.89,741.38,2535.51,1928.12,151.93,533.01,2218.63,13330.01,3543.29,969.36,4541.3,1013.89
2019-10-18,2216.82,901.59,360.23,1802.81,761.93,2545.19,1936.75,153.02,539.27,2215.35,13267.92,3545.53,980.54,4543.97,1038.61
2019-10-21,2251.18,913.15,365.65,1829.69,764.1,2566.77,1901.44,152.81,527.5,2250.07,13406.78,3586.14,976.73,4565.53,1056.01
2019-10-22,2183.1,905.38,357.92,1786.21,738.4,2540.46,1864.14,148.12,511.51,2219.73,13038.75,3550.72,949.35,4456.71,1042.09
2019-10-23,2199.17,913.86,366.75,1798.76,731.5,2545.11,1926.71,150.31,521.33,2239.83,13130.12,3580.23,973.65,4589.27,1063.75
2019-10-24,2175.65,892.43,362.62,1809.26,737.31,2556.64,1911.98,147.19,518.0,2247.97,12968.89,3599.96,973.58,4650.68,1060.21
2019-10-25,2139.89,880.66,358.77,1842.35,751.1,2579.87,1896.89,148.81,510.0,2273.36,13043.23,3661.44,979.98,4696.8,1070.42
2019-10-28,2132.07,882.5,358.21,1828.08,745.1,2565.38,1848.06,146.56,493.72,2230.96,12776.91,3548.87,952.39,4580.79,1068.56
2019-10-29,2119.34,880.54,357.77,1829.43,743.97,2535.74,1875.5,151.29,497.09,2214.65,12829.03,3496.43,955.14,4594.98,1092.87
2019-10-30,2152.73,892.72,366.63,1873.93,752.93,2552.28,1898.54,154.8,507.29,2206.69,12809.71,3487.43,958.7,4695.93,1104.9
2019-10-31,2167.86,911.55,378.5,1885.2,759.49,2570.05,1935.03,157.75,514.2,2161.26,12731.18,3478.94,964.58,4730.85,1115.22
2019-11-01,2158.25,927.99,375.87,1879.02,756.78,2581.26,1937.9,155.94,508.04,2147.71,12653.08,3468.48,971.78,4702.64,1115.63
2019-11-04,2166.51,944.36,380.09,1921.52,773.44,2650.8,1977.13,159.41,523.96,2186.89,12736.68,3523.06,974.69,4654.55,1120.2
2019-11-05,2151.17,941.15,383.55,1939.89,766.58,2643.2,1968.05,158.16,516.26,2168.14,12565.35,3499.11,961.93,4528.57,1123.29
2019-11-06,2182.27,947.43,388.23,1918.47,777.03,2691.24,1987.52,161.7,522.24,2144.74,12497.79,3481.33,960.01,4521.32,1118.3
2019-11-07,2181.43,947.91,384.18,1897.49,760.43,2687.16,1925.33,159.67,514.44,2130.16,12156.77,3416.08,942.28,4442.77,1097.59
2019-11-08,2225.31,968.57,388.35,1874.34,753.76,2669.12,1932.15,158.91,521.2,2181.37,12363.25,3473.12,951.84,4461.24,1109.69
2019-11-11,2209.19,964.19,386.0,1856.81,736.17,2644.37,1918.93,158.58,514.46,2195.35,12320.8,3509.5,923.45,4439.54,1102.29
2019-11-12,2188.55,962.18,387.84,1800.68,722.34,2534.08,1883.59,158.45,506.97,2147.55,12192.37,3465.14,889.05,4314.15,1104.37
2019-11-13,2241.8,978.18,391.55,1868.21,759.18,2639.48,1894.38,160.34,513.4,2185.88,12484.22,3558.66,896.12,4415.51,1127.27
2019-11-14,2262.72,1000.23,392.11,1881.76,760.5,2617.17,1897.05,165.63,515.68,2205.32,12725.76,3569.25,898.25,4446.03,1138.81
2019-11-15,2242.68,971.55,391.2,1888.64,761.0,2624.0,1922.67,167.29,523.88,2196.07,12799.69,3601.49,897.98,4380.69,1132.32
2019-11-18,2220.7,958.48,384.04,1847.96,767.39,2640.23,1956.94,166.84,527.31,2160.2,12632.65,3521.39,910.05,4384.45,1131.68
2019-11-19,2239.09,987.96,383.7,1898.39,795.27,2681.12,1993.18,171.17,540.01,2178.48,12701.43,3553.82,922.0,4523.05,1154.41
2019-11-20,2218.61,992.85,376.64,1884.56,791.67,2672.94,1974.52,170.73,538.5,2191.25,12602.42,3530.07,931.76,4571.62,1149.17
2019-11-21,2229.87,976.3,376.59,1925.42,795.76,2685.59,1992.11,168.34,540.51,2214.83,12678.29,3546.07,941.46,4662.82,1160.44
2019-11-22,2221.77,977.75,375.23,1937.26,794.52,2685.7,1968.57,166.8,530.78,2187.9,12631.42,3524.0,945.57,4669.36,1166.02
2019-11-25,2238.66,987.93,375.22,1948.65,802.89,2705.79,1925.61,164.63,532.09,2187.1,12478.1,3515.09,947.74,4687.21,1165.89
2019-11-26,2260.82,1001.38,378.61,1969.9,820.22,2759.43,1919.11,166.65,531.65,2196.19,12525.9,3534.31,969.34,4744.54,1171.81
2019-11-27,2251.07,1000.37,381.74,1987.79,816.02,2818.73,1943.2,171.52,532.37,2205.68,12609.19,3624.43,984.62,4819.52,1181.36
2019-11-28,2236.33,999.35,383.18,1981.72,822.81,2852.77,1937.44,169.88,523.6,2195.21,12490.35,3651.39,990.66,4828.36,1169.38
2019-11-29,2200.96,991.07,370.28,1992.7,824.79,2946.0,1980.2,172.93,527.28,2222.26,12674.52,3688.95,976.37,4749.25,1141.44
2019-12-02,2216.19,1007.47,369.31,1940.64,819.17,2893.0,1920.61,168.8,519.56,2208.85,12539.94,3630.98,967.16,4649.38,1122.55
2019-12-03,2232.21,1016.37,372.6,1923.24,812.88,2823.08,1916.98,170.92,519.36,2200.18,12650.05,3627.09,958.95,4657.74,1108.79
2019-12-04,2236.54,1040.03,376.19,1939.26,820.96,2837.48,1913.57,173.26,519.96,2207.23,12578.75,3650.05,970.71,4691.79,1135.51
2019-12-05,2223.97,1027.62,370.77,1881.77,807.74,2748.24,1858.5,163.87,505.43,2178.08,12422.09,3552.08,945.73,4595.96,1107.41
2019-12-06,2234.27,1021.78,372.09,1914.32,823.75,2777.15,1874.3,164.66,510.67,2182.84,12465.61,3563.21,938.34,4566.47,1091.39
2019-12-09,2191.07,994.98,364.95,1868.73,812.02,2735.3,1814.24,160.91,497.25,2129.41,12257.57,3482.29,921.35,4402.6,1050.65
2019-12-10,2181.91,990.93,362.04,1834.19,797.38,2706.2,1799.57,159.7,490.25,2139.35,12191.68,3476.03,927.74,4460.91,1051.49
2019-12-11,2168.81,997.64,356.11,1808.97,786.51,2710.24,1794.03,157.42,483.87,2120.94,12045.57,3455.33,907.0,4477.51,1046.4
2019-12-12,2200.22,1003.4,359.79,1781.67,774.89,2697.62,1817.51,156.47,487.45,2121.93,11972.93,3446.35,899.11,4498.54,1033.2
2019-12-13,2179.83,996.85,356.0,1765.68,762.67,2680.16,1840.49,157.87,495.29,2096.64,11882.31,3396.42,877.96,4384.57,1020.73
2019-12-16,2207.48,1008.76,355.02,1768.39,768.86,2701.55,1800.21,153.69,486.84,2109.15,11735.69,3363.93,878.41,4445.93,1031.8
2019-12-17,2225.16,1006.36,350.35,1755.61,776.2,2745.42,1808.56,155.01,492.39,2107.18,11737.36,3382.72,867.65,4513.62,1027.22
2019-12-18,2264.06,1004.37,356.57,1743.81,761.21,2730.89,1829.53,154.2,491.78,2108.24,11815.41,3403.21,877.73,4601.55,1045.63
2019-12-19,2271.91,1003.48,351.86,1734.51,757.06,2750.53,1827.83,151.71,490.73,2124.25,11950.87,3455.91,888.69,4648.89,1045.52
2019-12-20,2309.43,1001.58,354.67,1719.55,757.6,2779.09,1818.97,146.64,483.91,2136.22,12018.27,3495.29,891.2,4626.68,1035.24
2019-12-23,2286.73,1017.7,355.4,1713.81,749.14,2754.99,1815.49,148.72,482.56,2118.46,12077.33,3507.66,900.45,4583.51,1041.99
2019-12-24,2297.17,1001.3,362.03,1741.4,753.15,2748.29,1836.38,149.91,490.18,2128.14,12184.49,3572.9,908.26,4591.45,1064.54
2019-12-25,2346.63,1051.15,368.06,1779.97,750.31,2786.95,1837.52,154.65,492.81,2127.35,12203.33,3533.63,923.09,4601.34,1070.79
2019-12-26,2287.45,1028.76,365.03,1772.41,736.73,2753.01,1832.64,154.78,481.29,2113.7,11960.22,3473.9,903.43,4575.18,1063.91
2019-12-27,2248.73,1005.99,359.17,1752.87,724.13,2711.05,1829.7,152.8,477.58,2140.51,11900.25,3438.58,905.55,4539.56,1051.55
2019-12-30,2228.12,996.86,361.42,1768.2,733.84,2691.65,1815.78,146.76,465.81,2141.8,11924.67,3447.23,910.23,4493.38,1052.71
2019-12-31,2251.15,987.68,364.29,1789.6,737.49,2729.83,1883.92,150.74,483.61,2150.44,12028.44,3484.86,918.12,4528.29,1053.9
2020-01-01,2294.46,1006.3,374.46,1803.66,749.37,2760.22,1888.89,152.24,482.34,2144.77,12093.36,3503.15,913.69,4564.04,1068.53
2020-01-02,2275.63,984.6,369.66,1777.07,741.6,2727.34,1830.41,147.07,466.95,2131.08,11965.44,3498.65,878.97,4518.78,1052.33
2020-01-03,2301.87,993.85,377.66,1779.87,733.38,2751.63,1843.07,148.49,472.76,2117.05,11930.98,3510.68,880.15,4484.14,1035.94
2020-01-06,2280.84,1001.59,379.02,1782.64,734.76,2740.39,1878.91,150.65,479.04,2141.95,11930.1,3560.87,868.98,4517.03,1040.78
2020-01-07,2275.32,980.49,374.68,1743.46,718.07,2697.28,1876.6,149.72,480.8,2112.34,11787.77,3534.14,846.98,4545.39,1030.25
2020-01-08,2276.83,992.25,380.51,1751.37,716.38,2692.87,1897.16,152.96,485.19,2128.83,11966.09,3601.37,857.76,4508.85,1011.7
2020-01-09,2289.45,995.46,380.41,1759.87,719.39,2731.84,1903.89,152.25,488.88,2132.04,11975.2,3614.33,855.16,4482.24,1004.45
2020-01-10,2304.8,997.7,375.74,1748.69,724.83,2733.77,1886.67,152.79,487.31,2107.36,11954.25,3547.76,840.89,4463.71,999.52
2020-01-13,2305.99,1001.53,382.78,1747.58,725.52,2715.27,1882.71,151.55,482.0,2103.93,12122.37,3580.06,843.76,4404.87,1002.49
2020-01-14,2315.13,1018.22,376.53,1696.6,708.46,2696.08,1825.46,142.38,466.36,2092.67,11878.79,3508.78,829.1,4336.58,970.95
2020-01-15,2331.06,993.39,372.99,1657.22,695.69,2652.64,1817.96,137.47,465.28,2094.7,12032.51,3512.07,829.64,4272.92,929.84
2020-01-16,2357.5,1001.69,381.06,1637.07,693.94,2679.38,1843.94,139.67,468.68,2062.51,12054.89,3509.15,839.78,4218.92,912.74
2020-01-17,2402.04,1011.86,392.62,1649.8,683.86,2695.95,1848.74,141.26,470.56,2041.51,12029.35,3562.59,842.92,4266.12,929.16
2020-01-20,2409.95,1016.73,389.86,1656.49,695.31,2700.12,1876.36,142.79,476.26,2073.39,12177.94,3591.08,846.82,4331.59,939.89
2020-01-21,2420.34,999.05,385.18,1666.81,698.6,2707.42,1836.71,138.14,461.23,2064.3,12174.79,3539.73,839.69,4364.15,950.32
2020-01-22,2376.18,998.15,383.47,1645.89,691.51,2664.59,1836.59,140.56,462.24,2061.78,12091.58,3496.56,834.07,4320.8,940.06
2020-01-23,2346.29,990.62,375.62,1618.54,679.45,2601.37,1790.42,138.27,449.1,2015.19,11928.55,3414.68,815.84,4282.04,930.15
2020-01-24,2296.71,980.78,370.22,1599.33,679.29,2556.76,1803.64,139.01,449.09,2003.01,11888.08,3403.54,801.27,4217.34,930.64
2020-01-27,2280.99,985.41,374.81,1595.21,681.57,2523.1,1828.89,140.92,455.32,1989.61,11724.62,3372.05,781.01,4141.55,934.75
2020-01-28,2287.96,1008.16,381.43,1596.52,681.86,2517.79,1810.7,138.76,446.1,1945.98,11578.56,3325.8,766.18,4077.97,934.6
2020-01-29,2295.97,1007.53,384.45,1613.69,689.52,2519.33,1824.89,141.71,450.22,1991.37,11737.13,3373.3,765.17,4108.72,930.49
2020-01-30,2281.68,991.84,381.67,1626.04,697.83,2485.47,1861.02,143.89,459.03,2003.54,11885.82,3356.12,768.68,4124.52,932.36
2020-01-31,2263.47,971.68,378.01,1626.24,701.16,2507.08,1867.28,143.13,460.65,1973.33,11698.79,3297.23,773.24,4141.38,935.92
2020-02-03,2295.71,972.89,383.26,1629.19,710.1,2520.56,1870.09,144.25,467.54,1969.03,11698.38,3275.64,753.02,4063.42,931.5
2020-02-04,2304.76,956.18,381.39,1571.96,703.61,2459.76,1876.45,145.05,470.06,1938.76,11723.14,3201.72,747.79,4035.72,907.1
2020-02-05,2242.32,939.88,370.2,1542.85,697.63,2454.82,1854.02,142.86,460.82,1891.47,11506.85,3154.05,743.3,3932.2,882.05
2020-02-06,2219.05,934.03,368.48,1569.95,701.14,2461.33,1882.05,145.19,471.28,1906.9,11445.65,3137.22,730.06,3892.39,888.99
2020-02-07,2272.81,958.95,381.56,1580.7,696.75,2481.89,1914.5,147.81,480.47,1929.33,11622.68,3230.06,745.63,3973.36,909.07
2020-02-10,2261.08,963.2,375.43,1601.77,694.47,2500.97,1887.68,147.41,475.24,1906.79,11568.85,3195.82,748.41,3983.49,912.22
2020-02-11,2235.38,949.65,369.34,1609.05,709.65,2505.62,1907.59,144.67,471.98,1886.14,11451.26,3110.33,752.16,3995.8,911.65
2020-02-12,2256.34,958.95,375.05,1617.15,702.99,2525.74,1906.17,143.19,468.01,1871.19,11361.67,3113.64,755.28,3990.86,904.53
2020-02-13,2288.54,974.08,387.99,1661.22,726.18,2545.12,1959.97,146.99,479.65,1893.0,11589.66,3175.34,763.08,4044.12,920.73
2020-02-14,2296.26,973.59,388.01,1679.2,723.66,2598.61,1927.04,144.35,470.44,1899.49,11539.08,3204.0,765.83,4038.72,927.39
2020-02-17,2322.14,990.73,389.19,1688.54,726.02,2589.61,1932.79,143.84,477.23,1897.32,11663.76,3196.72,774.07,4063.67,929.2
2020-02-18,2348.71,986.36,397.44,1693.4,722.51,2581.81,1961.7,144.2,480.55,1896.84,11639.48,3225.32,768.44,4129.01,937.19
2020-02-19,2321.23,978.2,396.15,1683.03,727.56,2598.76,1989.84,145.13,477.25,1875.02,11609.2,3221.3,748.88,4067.55,923.25
2020-02-20,2314.59,989.7,398.01,1720.64,736.93,2649.9,2047.16,151.62,484.62,1886.19,11690.44,3256.43,761.34,4128.5,935.07
2020-02-21,2257.87,987.16,388.66,1712.17,729.74,2655.88,1971.65,147.48,462.47,1852.77,11599.75,3227.59,760.78,4058.0,936.15
2020-02-24,2240.39,974.38,389.24,1715.25,716.18,2624.98,1975.29,148.69,460.71,1799.84,11509.56,3155.61,732.76,3883.11,913.41
2020-02-25,2245.45,973.9,395.0,1734.3,734.68,2623.06,1993.84,147.09,462.27,1796.39,11572.72,3162.52,746.2,3922.76,945.72
2020-02-26,2237.97,962.27,393.75,1708.38,738.74,2605.78,1977.57,144.92,460.64,1782.29,11449.93,3157.17,734.27,3886.11,945.45
2020-02-27,2193.83,953.55,383.26,1714.31,731.34,2614.59,1986.37,146.9,461.82,1779.26,11371.67,3167.27,720.79,3850.69,939.06
2020-02-28,2173.32,937.97,373.84,1687.82,722.68,2598.26,1982.49,146.91,461.13,1771.1,11390.21,3169.41,714.7,3846.76,920.87
2020-03-02,2135.46,932.86,370.59,1694.58,721.59,2625.56,1977.04,148.67,455.73,1751.76,11331.98,3177.39,714.22,3824.42,919.08
2020-03-03,2202.09,965.88,384.82,1728.27,743.15,2687.2,2018.15,151.68,465.75,1724.23,11327.24,3156.04,740.52,3911.14,931.54
2020-03-04,2202.1,955.6,385.5,1730.4,751.7,2680.46,2022.12,149.18,468.13,1730.66,11367.88,3168.35,747.49,3950.98,938.49
2020-03-05,2207.36,946.65,382.02,1726.21,760.98,2688.4,2011.07,147.56,465.19,1733.61,11302.3,3160.99,738.62,3993.67,928.99
2020-03-06,2227.45,959.81,387.22,1714.68,760.21,2653.32,2008.16,149.15,471.55,1739.16,11255.67,3156.09,739.17,3941.23,936.37
2020-03-09,2228.18,972.43,384.45,1646.87,741.76,2599.14,1948.09,143.45,467.23,1719.25,11079.7,3110.16,716.18,3775.92,907.37
2020-03-10,2218.39,968.42,383.74,1640.85,728.48,2589.42,1899.99,137.03,454.39,1713.1,10952.71,3086.82,706.19,3687.25,878.29
2020-03-11,2199.23,969.2,386.59,1632.96,730.4,2536.66,1917.32,136.49,457.78,1704.95,11012.19,3071.13,715.64,3654.76,882.27
2020-03-12,2195.54,959.73,385.08,1625.99,730.03,2534.96,1931.27,138.52,458.16,1717.18,11027.63,3077.67,718.8,3660.7,880.87
2020-03-13,2184.0,948.75,387.45,1607.14,715.64,2504.23,1943.72,138.45,462.6,1718.83,10837.58,3049.77,708.48,3628.63,855.86
2020-03-16,2256.71,977.08,400.19,1659.52,755.87,2608.31,2013.33,143.94,480.47,1743.97,10963.21,3076.37,716.47,3684.94,857.18
2020-03-17,2263.58,979.08,401.78,1650.35,780.33,2661.2,2004.92,144.46,474.66,1719.11,10812.65,3040.29,711.8,3698.68,866.92
2020-03-18,2304.57,983.27,409.29,1673.65,785.52,2668.58,2054.09,147.56,491.85,1727.71,10817.1,3029.31,714.66,3711.03,870.84
2020-03-19,2257.49,957.68,403.1,1668.57,777.49,2627.76,2015.55,144.08,483.64,1725.42,10715.2,2995.82,708.58,3630.19,857.87
2020-03-20,2296.96,978.39,410.93,1657.21,777.35,2647.36,2021.05,147.13,492.24,1760.35,10818.99,3062.2,728.72,3690.17,870.51
2020-03-23,2285.47,977.53,404.25,1649.38,785.21,2604.57,2038.63,149.74,500.52,1777.75,10941.0,3068.44,737.91,3724.97,883.65
2020-03-24,2281.0,977.23,400.78,1687.15,808.31,2638.3,2015.03,148.18,498.45,1787.78,11046.52,3105.54,751.17,3766.04,887.22
2020-03-25,2276.83,987.07,400.97,1704.14,811.16,2626.71,2013.75,148.87,497.08,1789.09,11014.03,3106.58,747.67,3830.52,911.6
2020-03-26,2275.95,976.67,391.84,1659.65,785.0,2611.47,1982.87,146.88,481.97,1757.32,11024.87,3072.31,734.44,3849.3,904.97
2020-03-27,2271.06,976.09,391.83,1714.63,784.14,2659.06,1990.29,148.8,480.47,1767.55,11129.77,3171.35,740.85,3914.5,911.53
2020-03-30,2259.56,954.65,386.98,1717.07,773.2,2675.5,1990.42,146.98,477.23,1789.24,11234.46,3219.34,736.57,3911.17,896.62
2020-03-31,2201.83,957.47,380.54,1721.08,771.29,2648.77,1979.46,143.76,477.37,1762.54,10937.86,3155.77,743.49,3867.81,889.63
2020-04-01,2238.32,976.56,388.93,1756.15,806.0,2761.42,2008.11,149.74,485.93,1784.93,10919.57,3184.87,748.28,3916.24,913.0
2020-04-02,2181.96,958.77,384.11,1736.24,802.42,2742.74,2012.27,149.27,475.76,1744.78,10842.6,3148.63,740.92,3853.73,898.94
2020-04-03,2212.34,965.22,383.61,1759.2,810.92,2776.75,2050.2,151.54,488.68,1748.61,10891.65,3155.7,730.45,3878.98,896.99
2020-04-06,2214.89,976.8,386.24,1803.82,816.27,2811.36,2067.44,151.23,493.6,1798.9,10998.4,3243.55,740.65,3893.04,890.75
2020-04-07,2196.68,957.19,388.25,1790.76,806.34,2807.61,2045.81,148.23,483.54,1795.31,10972.02,3273.13,737.72,3858.68,886.46
2020-04-08,2169.74,949.39,380.01,1781.69,798.59,2855.86,2035.97,145.29,473.59,1792.8,11012.05,3296.17,723.56,3804.45,854.6
2020-04-09,2159.22,943.75,377.81,1793.61,795.72,2852.99,2031.37,145.17,473.11,1801.02,11090.51,3326.8,726.8,3774.62,851.88
2020-04-10,2173.68,955.79,378.26,1785.75,789.36,2857.26,2052.56,145.67,480.73,1812.83,11093.17,3335.02,736.79,3811.84,872.07
2020-04-13,2151.83,954.24,373.38,1759.62,780.35,2832.0,2106.89,147.99,485.68,1817.81,11011.28,3295.77,734.96,3873.18,878.4
2020-04-14,2139.58,949.05,368.56,1726.28,772.49,2772.6,2074.12,143.75,481.17,1837.53,10933.78,3241.35,730.95,3831.32,872.65
2020-04-15,2128.94,943.89,367.97,1747.51,761.17,2761.89,2074.82,142.0,486.06,1832.54,10847.3,3253.06,721.83,3746.53,858.05
2020-04-16,2158.1,950.07,369.16,1776.07,769.39,2784.82,2082.01,143.85,502.69,1870.2,11011.79,3304.6,719.75,3722.8,861.45
2020-04-17,2130.32,939.73,366.06,1775.63,772.09,2790.31,2070.39,142.33,491.46,1886.34,11060.3,3324.33,712.1,3767.12,857.03
2020-04-20,2120.19,940.82,366.94,1800.06,795.26,2840.92,2067.65,142.45,489.36,1919.59,11031.81,3378.15,719.47,3817.82,871.16
2020-04-21,2099.14,941.66,366.61,1823.52,801.05,2841.33,2038.53,142.61,484.7,1898.97,10905.76,3339.83,702.69,3721.27,856.28
2020-04-22,2089.58,931.57,358.73,1862.57,826.25,2881.5,2041.12,143.65,493.9,1900.53,10990.93,3330.91,693.35,3700.69,864.87
2020-04-23,2160.21,942.49,370.99,1872.3,840.07,2875.37,2031.01,141.67,497.75,1901.17,11098.81,3359.8,705.05,3795.06,888.76
2020-04-24,2128.69,946.18,365.22,1892.15,861.01,2918.22,2003.64,139.34,492.69,1893.05,10985.16,3363.5,712.56,3789.03,893.61
2020-04-27,2121.67,952.67,366.84,1890.52,870.49,2920.04,1994.13,137.85,483.96,1879.26,11037.68,3351.04,718.56,3755.87,890.23
2020-04-28,2083.01,938.18,359.87,1888.59,870.15,2884.81,2004.04,138.34,486.8,1876.12,10991.65,3326.21,717.86,3714.06,881.45
2020-04-29,2077.65,939.17,363.37,1872.0,858.32,2843.96,1986.62,136.58,484.08,1848.81,10894.01,3271.79,710.25,3621.84,884.35
2020-04-30,2071.78,916.14,353.52,1851.66,859.1,2852.55,1966.33,136.72,481.49,1860.14,10854.66,3225.46,686.99,3582.33,865.06
2020-05-01,2076.08,918.32,351.07,1846.94,843.97,2871.02,1950.93,135.0,482.31,1841.83,10647.59,3174.72,680.75,3557.44,860.41
2020-05-04,2145.82,918.81,361.72,1845.66,841.02,2862.61,1939.55,136.65,491.93,1855.58,10832.94,3190.34,672.81,3466.95,845.12
2020-05-05,2151.56,921.79,363.17,1813.89,838.51,2846.3,1955.0,134.19,492.81,1830.02,10709.86,3159.64,673.83,3443.54,837.46
2020-05-06,2111.78,920.7,357.41,1834.97,838.6,2840.6,1932.66,134.62,484.29,1835.8,10692.02,3122.11,666.58,3375.88,830.24
2020-05-07,2081.67,920.31,353.29,1825.8,840.46,2855.73,1932.08,133.57,471.8,1810.49,10587.61,3087.11,661.45,3385.79,821.01
2020-05-08,2081.49,931.95,355.47,1833.16,836.88,2837.71,1916.5,132.02,470.35,1807.68,10445.59,3095.24,662.02,3370.66,820.71
2020-05-11,2085.73,950.34,353.88,1868.11,863.66,2875.01,1920.75,131.36,470.82,1819.34,10532.28,3126.12,664.45,3348.63,821.09
2020-05-12,2094.79,956.03,354.35,1875.94,882.49,2911.91,1923.34,131.08,470.16,1848.69,10609.39,3158.32,667.71,3384.26,841.7
2020-05-13,2108.05,961.46,356.55,1821.61,872.19,2872.2,1926.29,129.7,468.21,1832.15,10636.3,3137.0,686.13,3424.6,836.91
2020-05-14,2105.97,954.48,348.2,1851.74,891.83,2935.13,1924.09,127.64,465.52,1854.54,10643.52,3095.43,687.33,3434.62,830.92
2020-05-15,2126.74,967.92,352.73,1895.33,892.25,2976.64,1952.69,127.65,464.04,1855.31,10655.36,3118.11,685.94,3465.1,825.67
2020-05-18,2158.3,978.63,356.83,1904.19,910.8,2988.05,1993.33,130.21,475.98,1915.38,10819.24,3159.0,686.82,3519.15,848.03
2020-05-19,2205.59,1007.1,364.32,1920.0,901.75,3046.2,2020.86,131.41,485.6,1918.92,10819.24,3191.42,699.01,3549.47,840.42
2020-05-20,2209.09,1019.62,365.69,1949.32,901.1,3062.11,2012.99,132.56,485.14,1939.51,10946.74,3250.59,704.61,3546.86,845.05
2020-05-21,2195.7,1011.76,362.02,1915.71,869.62,2989.52,1990.46,128.44,478.33,1962.15,11034.27,3310.31,703.6,3580.31,838.24
2020-05-22,2179.33,978.11,361.11,1935.47,868.42,2992.18,1973.52,127.67,478.84,1924.47,10935.48,3280.83,695.28,3540.13,833.12
2020-05-25,2177.87,975.69,364.02,1947.7,873.66,2969.44,1971.33,128.88,480.95,1937.13,11117.06,3340.45,698.91,3529.28,822.36
